Date,Day_Month,Quarter,Season
11/19/02,19-Nov,Q4,Fall
11/20/02,20-Nov,Q4,Fall
11/21/02,21-Nov,Q4,Fall
11/22/02,22-Nov,Q4,Fall
11/25/02,25-Nov,Q4,Fall
11/26/02,26-Nov,Q4,Fall
11/27/02,27-Nov,Q4,Fall
11/29/02,29-Nov,Q4,Fall
12/2/02,2-Dec,Q4,Winter
12/3/02,3-Dec,Q4,Winter
12/4/02,4-Dec,Q4,Winter
12/6/02,6-Dec,Q4,Winter
12/7/02,7-Dec,Q4,Winter
12/8/02,8-Dec,Q4,Winter
12/9/02,9-Dec,Q4,Winter
12/11/02,11-Dec,Q4,Winter
12/12/02,12-Dec,Q4,Winter
12/13/02,13-Dec,Q4,Winter
12/16/02,16-Dec,Q4,Winter
12/17/02,17-Dec,Q4,Winter
12/18/02,18-Dec,Q4,Winter
12/19/02,19-Dec,Q4,Winter
12/20/02,20-Dec,Q4,Winter
12/23/02,23-Dec,Q4,Winter
12/24/02,24-Dec,Q4,Winter
12/26/02,26-Dec,Q4,Winter
12/27/02,27-Dec,Q4,Winter
12/30/02,30-Dec,Q4,Winter
12/31/02,31-Dec,Q4,Winter
1/4/03,4-Jan,Q1,Winter
1/5/03,5-Jan,Q1,Winter
1/7/03,7-Jan,Q1,Winter
1/8/03,8-Jan,Q1,Winter
1/10/03,10-Jan,Q1,Winter
1/12/03,12-Jan,Q1,Winter
1/13/03,13-Jan,Q1,Winter
1/14/03,14-Jan,Q1,Winter
1/15/03,15-Jan,Q1,Winter
1/16/03,16-Jan,Q1,Winter
1/17/03,17-Jan,Q1,Winter
1/21/03,21-Jan,Q1,Winter
1/22/03,22-Jan,Q1,Winter
1/23/03,23-Jan,Q1,Winter
1/24/03,24-Jan,Q1,Winter
1/27/03,27-Jan,Q1,Winter
1/28/03,28-Jan,Q1,Winter
1/29/03,29-Jan,Q1,Winter
1/30/03,30-Jan,Q1,Winter
1/31/03,31-Jan,Q1,Winter
2/1/03,1-Feb,Q1,Winter
2/4/03,4-Feb,Q1,Winter
2/5/03,5-Feb,Q1,Winter
2/6/03,6-Feb,Q1,Winter
2/7/03,7-Feb,Q1,Winter
2/9/03,9-Feb,Q1,Winter
2/10/03,10-Feb,Q1,Winter
2/12/03,12-Feb,Q1,Winter
2/13/03,13-Feb,Q1,Winter
2/14/03,14-Feb,Q1,Winter
2/18/03,18-Feb,Q1,Winter
2/19/03,19-Feb,Q1,Winter
2/20/03,20-Feb,Q1,Winter
2/21/03,21-Feb,Q1,Winter
2/24/03,24-Feb,Q1,Winter
2/25/03,25-Feb,Q1,Winter
2/26/03,26-Feb,Q1,Winter
2/27/03,27-Feb,Q1,Winter
2/28/03,28-Feb,Q1,Winter
3/1/03,1-Mar,Q1,Spring
3/2/03,2-Mar,Q1,Spring
3/3/03,3-Mar,Q1,Spring
3/4/03,4-Mar,Q1,Spring
3/6/03,6-Mar,Q1,Spring
3/7/03,7-Mar,Q1,Spring
3/9/03,9-Mar,Q1,Spring
3/10/03,10-Mar,Q1,Spring
3/11/03,11-Mar,Q1,Spring
3/12/03,12-Mar,Q1,Spring
3/13/03,13-Mar,Q1,Spring
3/14/03,14-Mar,Q1,Spring
3/17/03,17-Mar,Q1,Spring
3/18/03,18-Mar,Q1,Spring
3/19/03,19-Mar,Q1,Spring
3/20/03,20-Mar,Q1,Spring
3/21/03,21-Mar,Q1,Spring
3/24/03,24-Mar,Q1,Spring
3/25/03,25-Mar,Q1,Spring
3/26/03,26-Mar,Q1,Spring
3/27/03,27-Mar,Q1,Spring
3/28/03,28-Mar,Q1,Spring
3/31/03,31-Mar,Q1,Spring
4/2/03,2-Apr,Q2,Spring
4/3/03,3-Apr,Q2,Spring
4/4/03,4-Apr,Q2,Spring
4/6/03,6-Apr,Q2,Spring
4/8/03,8-Apr,Q2,Spring
4/9/03,9-Apr,Q2,Spring
4/11/03,11-Apr,Q2,Spring
4/12/03,12-Apr,Q2,Spring
4/14/03,14-Apr,Q2,Spring
4/15/03,15-Apr,Q2,Spring
4/16/03,16-Apr,Q2,Spring
4/17/03,17-Apr,Q2,Spring
4/21/03,21-Apr,Q2,Spring
4/22/03,22-Apr,Q2,Spring
4/23/03,23-Apr,Q2,Spring
4/24/03,24-Apr,Q2,Spring
4/25/03,25-Apr,Q2,Spring
4/28/03,28-Apr,Q2,Spring
4/29/03,29-Apr,Q2,Spring
4/30/03,30-Apr,Q2,Spring
5/2/03,2-May,Q2,Spring
5/3/03,3-May,Q2,Spring
5/5/03,5-May,Q2,Spring
5/6/03,6-May,Q2,Spring
5/8/03,8-May,Q2,Spring
5/9/03,9-May,Q2,Spring
5/11/03,11-May,Q2,Spring
5/12/03,12-May,Q2,Spring
5/13/03,13-May,Q2,Spring
5/14/03,14-May,Q2,Spring
5/15/03,15-May,Q2,Spring
5/16/03,16-May,Q2,Spring
5/19/03,19-May,Q2,Spring
5/20/03,20-May,Q2,Spring
5/21/03,21-May,Q2,Spring
5/22/03,22-May,Q2,Spring
5/23/03,23-May,Q2,Spring
5/27/03,27-May,Q2,Spring
5/28/03,28-May,Q2,Spring
5/29/03,29-May,Q2,Spring
5/30/03,30-May,Q2,Spring
6/1/03,1-Jun,Q2,Summer
6/2/03,2-Jun,Q2,Summer
6/3/03,3-Jun,Q2,Summer
6/5/03,5-Jun,Q2,Summer
6/6/03,6-Jun,Q2,Summer
6/8/03,8-Jun,Q2,Summer
6/10/03,10-Jun,Q2,Summer
6/11/03,11-Jun,Q2,Summer
6/13/03,13-Jun,Q2,Summer
6/16/03,16-Jun,Q2,Summer
6/17/03,17-Jun,Q2,Summer
6/18/03,18-Jun,Q2,Summer
6/19/03,19-Jun,Q2,Summer
6/20/03,20-Jun,Q2,Summer
6/23/03,23-Jun,Q2,Summer
6/24/03,24-Jun,Q2,Summer
6/25/03,25-Jun,Q2,Summer
6/26/03,26-Jun,Q2,Summer
6/27/03,27-Jun,Q2,Summer
6/30/03,30-Jun,Q2,Summer
7/1/03,1-Jul,Q3,Summer
7/2/03,2-Jul,Q3,Summer
7/3/03,3-Jul,Q3,Summer
7/4/03,4-Jul,Q3,Summer
7/5/03,5-Jul,Q3,Summer
7/7/03,7-Jul,Q3,Summer
7/8/03,8-Jul,Q3,Summer
7/10/03,10-Jul,Q3,Summer
7/11/03,11-Jul,Q3,Summer
7/14/03,14-Jul,Q3,Summer
7/15/03,15-Jul,Q3,Summer
7/16/03,16-Jul,Q3,Summer
7/17/03,17-Jul,Q3,Summer
7/18/03,18-Jul,Q3,Summer
7/21/03,21-Jul,Q3,Summer
7/22/03,22-Jul,Q3,Summer
7/23/03,23-Jul,Q3,Summer
7/24/03,24-Jul,Q3,Summer
7/25/03,25-Jul,Q3,Summer
7/28/03,28-Jul,Q3,Summer
7/29/03,29-Jul,Q3,Summer
7/30/03,30-Jul,Q3,Summer
7/31/03,31-Jul,Q3,Summer
8/1/03,1-Aug,Q3,Summer
8/4/03,4-Aug,Q3,Summer
8/5/03,5-Aug,Q3,Summer
8/7/03,7-Aug,Q3,Summer
8/8/03,8-Aug,Q3,Summer
8/9/03,9-Aug,Q3,Summer
8/10/03,10-Aug,Q3,Summer
8/12/03,12-Aug,Q3,Summer
8/13/03,13-Aug,Q3,Summer
8/14/03,14-Aug,Q3,Summer
8/15/03,15-Aug,Q3,Summer
8/18/03,18-Aug,Q3,Summer
8/19/03,19-Aug,Q3,Summer
8/20/03,20-Aug,Q3,Summer
8/21/03,21-Aug,Q3,Summer
8/22/03,22-Aug,Q3,Summer
8/25/03,25-Aug,Q3,Summer
8/26/03,26-Aug,Q3,Summer
8/27/03,27-Aug,Q3,Summer
8/28/03,28-Aug,Q3,Summer
8/29/03,29-Aug,Q3,Summer
9/1/03,1-Sep,Q3,Fall
9/4/03,4-Sep,Q3,Fall
9/5/03,5-Sep,Q3,Fall
9/6/03,6-Sep,Q3,Fall
9/7/03,7-Sep,Q3,Fall
9/9/03,9-Sep,Q3,Fall
9/10/03,10-Sep,Q3,Fall
9/12/03,12-Sep,Q3,Fall
9/15/03,15-Sep,Q3,Fall
9/16/03,16-Sep,Q3,Fall
9/17/03,17-Sep,Q3,Fall
9/18/03,18-Sep,Q3,Fall
9/19/03,19-Sep,Q3,Fall
9/22/03,22-Sep,Q3,Fall
9/23/03,23-Sep,Q3,Fall
9/24/03,24-Sep,Q3,Fall
9/25/03,25-Sep,Q3,Fall
9/26/03,26-Sep,Q3,Fall
9/29/03,29-Sep,Q3,Fall
9/30/03,30-Sep,Q3,Fall
10/1/03,1-Oct,Q4,Fall
10/2/03,2-Oct,Q4,Fall
10/3/03,3-Oct,Q4,Fall
10/4/03,4-Oct,Q4,Fall
10/6/03,6-Oct,Q4,Fall
10/7/03,7-Oct,Q4,Fall
10/9/03,9-Oct,Q4,Fall
10/10/03,10-Oct,Q4,Fall
10/11/03,11-Oct,Q4,Fall
10/12/03,12-Oct,Q4,Fall
10/13/03,13-Oct,Q4,Fall
10/14/03,14-Oct,Q4,Fall
10/15/03,15-Oct,Q4,Fall
10/16/03,16-Oct,Q4,Fall
10/17/03,17-Oct,Q4,Fall
10/20/03,20-Oct,Q4,Fall
10/21/03,21-Oct,Q4,Fall
10/22/03,22-Oct,Q4,Fall
10/23/03,23-Oct,Q4,Fall
10/24/03,24-Oct,Q4,Fall
10/27/03,27-Oct,Q4,Fall
10/28/03,28-Oct,Q4,Fall
10/29/03,29-Oct,Q4,Fall
10/30/03,30-Oct,Q4,Fall
10/31/03,31-Oct,Q4,Fall
11/2/03,2-Nov,Q4,Fall
11/3/03,3-Nov,Q4,Fall
11/4/03,4-Nov,Q4,Fall
11/6/03,6-Nov,Q4,Fall
11/7/03,7-Nov,Q4,Fall
11/8/03,8-Nov,Q4,Fall
11/9/03,9-Nov,Q4,Fall
11/11/03,11-Nov,Q4,Fall
11/12/03,12-Nov,Q4,Fall
11/13/03,13-Nov,Q4,Fall
11/14/03,14-Nov,Q4,Fall
11/17/03,17-Nov,Q4,Fall
11/18/03,18-Nov,Q4,Fall
11/19/03,19-Nov,Q4,Fall
11/20/03,20-Nov,Q4,Fall
11/21/03,21-Nov,Q4,Fall
11/24/03,24-Nov,Q4,Fall
11/25/03,25-Nov,Q4,Fall
11/26/03,26-Nov,Q4,Fall
11/28/03,28-Nov,Q4,Fall
12/2/03,2-Dec,Q4,Winter
12/3/03,3-Dec,Q4,Winter
12/5/03,5-Dec,Q4,Winter
12/6/03,6-Dec,Q4,Winter
12/8/03,8-Dec,Q4,Winter
12/9/03,9-Dec,Q4,Winter
12/11/03,11-Dec,Q4,Winter
12/12/03,12-Dec,Q4,Winter
12/15/03,15-Dec,Q4,Winter
12/16/03,16-Dec,Q4,Winter
12/17/03,17-Dec,Q4,Winter
12/18/03,18-Dec,Q4,Winter
12/19/03,19-Dec,Q4,Winter
12/22/03,22-Dec,Q4,Winter
12/23/03,23-Dec,Q4,Winter
12/24/03,24-Dec,Q4,Winter
12/26/03,26-Dec,Q4,Winter
12/29/03,29-Dec,Q4,Winter
12/30/03,30-Dec,Q4,Winter
12/31/03,31-Dec,Q4,Winter
1/3/04,3-Jan,Q1,Winter
1/4/04,4-Jan,Q1,Winter
1/6/04,6-Jan,Q1,Winter
1/7/04,7-Jan,Q1,Winter
1/9/04,9-Jan,Q1,Winter
1/10/04,10-Jan,Q1,Winter
1/11/04,11-Jan,Q1,Winter
1/12/04,12-Jan,Q1,Winter
1/13/04,13-Jan,Q1,Winter
1/14/04,14-Jan,Q1,Winter
1/15/04,15-Jan,Q1,Winter
1/16/04,16-Jan,Q1,Winter
1/20/04,20-Jan,Q1,Winter
1/21/04,21-Jan,Q1,Winter
1/22/04,22-Jan,Q1,Winter
1/23/04,23-Jan,Q1,Winter
1/26/04,26-Jan,Q1,Winter
1/27/04,27-Jan,Q1,Winter
1/28/04,28-Jan,Q1,Winter
1/29/04,29-Jan,Q1,Winter
1/30/04,30-Jan,Q1,Winter
2/1/04,1-Feb,Q1,Winter
2/2/04,2-Feb,Q1,Winter
2/3/04,3-Feb,Q1,Winter
2/4/04,4-Feb,Q1,Winter
2/6/04,6-Feb,Q1,Winter
2/7/04,7-Feb,Q1,Winter
2/8/04,8-Feb,Q1,Winter
2/9/04,9-Feb,Q1,Winter
2/11/04,11-Feb,Q1,Winter
2/12/04,12-Feb,Q1,Winter
2/13/04,13-Feb,Q1,Winter
2/17/04,17-Feb,Q1,Winter
2/18/04,18-Feb,Q1,Winter
2/19/04,19-Feb,Q1,Winter
2/20/04,20-Feb,Q1,Winter
2/23/04,23-Feb,Q1,Winter
2/24/04,24-Feb,Q1,Winter
2/25/04,25-Feb,Q1,Winter
2/26/04,26-Feb,Q1,Winter
2/27/04,27-Feb,Q1,Winter
3/2/04,2-Mar,Q1,Spring
3/3/04,3-Mar,Q1,Spring
3/5/04,5-Mar,Q1,Spring
3/6/04,6-Mar,Q1,Spring
3/8/04,8-Mar,Q1,Spring
3/9/04,9-Mar,Q1,Spring
3/11/04,11-Mar,Q1,Spring
3/12/04,12-Mar,Q1,Spring
3/15/04,15-Mar,Q1,Spring
3/16/04,16-Mar,Q1,Spring
3/17/04,17-Mar,Q1,Spring
3/18/04,18-Mar,Q1,Spring
3/19/04,19-Mar,Q1,Spring
3/22/04,22-Mar,Q1,Spring
3/23/04,23-Mar,Q1,Spring
3/24/04,24-Mar,Q1,Spring
3/25/04,25-Mar,Q1,Spring
3/26/04,26-Mar,Q1,Spring
3/29/04,29-Mar,Q1,Spring
3/30/04,30-Mar,Q1,Spring
3/31/04,31-Mar,Q1,Spring
4/2/04,2-Apr,Q2,Spring
4/3/04,3-Apr,Q2,Spring
4/5/04,5-Apr,Q2,Spring
4/6/04,6-Apr,Q2,Spring
4/8/04,8-Apr,Q2,Spring
4/10/04,10-Apr,Q2,Spring
4/11/04,11-Apr,Q2,Spring
4/13/04,13-Apr,Q2,Spring
4/14/04,14-Apr,Q2,Spring
4/15/04,15-Apr,Q2,Spring
4/16/04,16-Apr,Q2,Spring
4/19/04,19-Apr,Q2,Spring
4/20/04,20-Apr,Q2,Spring
4/21/04,21-Apr,Q2,Spring
4/22/04,22-Apr,Q2,Spring
4/23/04,23-Apr,Q2,Spring
4/26/04,26-Apr,Q2,Spring
4/27/04,27-Apr,Q2,Spring
4/28/04,28-Apr,Q2,Spring
4/29/04,29-Apr,Q2,Spring
4/30/04,30-Apr,Q2,Spring
5/1/04,1-May,Q2,Spring
5/2/04,2-May,Q2,Spring
5/3/04,3-May,Q2,Spring
5/4/04,4-May,Q2,Spring
5/5/04,5-May,Q2,Spring
5/8/04,8-May,Q2,Spring
5/10/04,10-May,Q2,Spring
5/11/04,11-May,Q2,Spring
5/13/04,13-May,Q2,Spring
5/14/04,14-May,Q2,Spring
5/17/04,17-May,Q2,Spring
5/18/04,18-May,Q2,Spring
5/19/04,19-May,Q2,Spring
5/20/04,20-May,Q2,Spring
5/21/04,21-May,Q2,Spring
5/24/04,24-May,Q2,Spring
5/25/04,25-May,Q2,Spring
5/26/04,26-May,Q2,Spring
5/27/04,27-May,Q2,Spring
5/28/04,28-May,Q2,Spring
6/1/04,1-Jun,Q2,Summer
6/2/04,2-Jun,Q2,Summer
6/4/04,4-Jun,Q2,Summer
6/5/04,5-Jun,Q2,Summer
6/7/04,7-Jun,Q2,Summer
6/8/04,8-Jun,Q2,Summer
6/10/04,10-Jun,Q2,Summer
6/12/04,12-Jun,Q2,Summer
6/14/04,14-Jun,Q2,Summer
6/15/04,15-Jun,Q2,Summer
6/16/04,16-Jun,Q2,Summer
6/17/04,17-Jun,Q2,Summer
6/18/04,18-Jun,Q2,Summer
6/21/04,21-Jun,Q2,Summer
6/22/04,22-Jun,Q2,Summer
6/23/04,23-Jun,Q2,Summer
6/24/04,24-Jun,Q2,Summer
6/25/04,25-Jun,Q2,Summer
6/28/04,28-Jun,Q2,Summer
6/29/04,29-Jun,Q2,Summer
6/30/04,30-Jun,Q2,Summer
7/1/04,1-Jul,Q3,Summer
7/4/04,4-Jul,Q3,Summer
7/5/04,5-Jul,Q3,Summer
7/6/04,6-Jul,Q3,Summer
7/7/04,7-Jul,Q3,Summer
7/9/04,9-Jul,Q3,Summer
7/10/04,10-Jul,Q3,Summer
7/12/04,12-Jul,Q3,Summer
7/13/04,13-Jul,Q3,Summer
7/14/04,14-Jul,Q3,Summer
7/15/04,15-Jul,Q3,Summer
7/16/04,16-Jul,Q3,Summer
7/19/04,19-Jul,Q3,Summer
7/20/04,20-Jul,Q3,Summer
7/21/04,21-Jul,Q3,Summer
7/22/04,22-Jul,Q3,Summer
7/23/04,23-Jul,Q3,Summer
7/26/04,26-Jul,Q3,Summer
7/27/04,27-Jul,Q3,Summer
7/28/04,28-Jul,Q3,Summer
7/29/04,29-Jul,Q3,Summer
7/30/04,30-Jul,Q3,Summer
8/1/04,1-Aug,Q3,Summer
8/3/04,3-Aug,Q3,Summer
8/4/04,4-Aug,Q3,Summer
8/6/04,6-Aug,Q3,Summer
8/7/04,7-Aug,Q3,Summer
8/9/04,9-Aug,Q3,Summer
8/10/04,10-Aug,Q3,Summer
8/11/04,11-Aug,Q3,Summer
8/12/04,12-Aug,Q3,Summer
8/13/04,13-Aug,Q3,Summer
8/16/04,16-Aug,Q3,Summer
8/17/04,17-Aug,Q3,Summer
8/18/04,18-Aug,Q3,Summer
8/19/04,19-Aug,Q3,Summer
8/20/04,20-Aug,Q3,Summer
8/23/04,23-Aug,Q3,Summer
8/24/04,24-Aug,Q3,Summer
8/25/04,25-Aug,Q3,Summer
8/26/04,26-Aug,Q3,Summer
8/27/04,27-Aug,Q3,Summer
8/30/04,30-Aug,Q3,Summer
8/31/04,31-Aug,Q3,Summer
9/1/04,1-Sep,Q3,Fall
9/2/04,2-Sep,Q3,Fall
9/3/04,3-Sep,Q3,Fall
9/6/04,6-Sep,Q3,Fall
9/7/04,7-Sep,Q3,Fall
9/8/04,8-Sep,Q3,Fall
9/9/04,9-Sep,Q3,Fall
9/11/04,11-Sep,Q3,Fall
9/12/04,12-Sep,Q3,Fall
9/13/04,13-Sep,Q3,Fall
9/14/04,14-Sep,Q3,Fall
9/15/04,15-Sep,Q3,Fall
9/16/04,16-Sep,Q3,Fall
9/17/04,17-Sep,Q3,Fall
9/20/04,20-Sep,Q3,Fall
9/21/04,21-Sep,Q3,Fall
9/22/04,22-Sep,Q3,Fall
9/23/04,23-Sep,Q3,Fall
9/24/04,24-Sep,Q3,Fall
9/27/04,27-Sep,Q3,Fall
9/28/04,28-Sep,Q3,Fall
9/29/04,29-Sep,Q3,Fall
9/30/04,30-Sep,Q3,Fall
10/2/04,2-Oct,Q4,Fall
10/3/04,3-Oct,Q4,Fall
10/5/04,5-Oct,Q4,Fall
10/6/04,6-Oct,Q4,Fall
10/8/04,8-Oct,Q4,Fall
10/9/04,9-Oct,Q4,Fall
10/11/04,11-Oct,Q4,Fall
10/12/04,12-Oct,Q4,Fall
10/13/04,13-Oct,Q4,Fall
10/14/04,14-Oct,Q4,Fall
10/15/04,15-Oct,Q4,Fall
10/18/04,18-Oct,Q4,Fall
10/19/04,19-Oct,Q4,Fall
10/20/04,20-Oct,Q4,Fall
10/21/04,21-Oct,Q4,Fall
10/22/04,22-Oct,Q4,Fall
10/25/04,25-Oct,Q4,Fall
10/26/04,26-Oct,Q4,Fall
10/27/04,27-Oct,Q4,Fall
10/28/04,28-Oct,Q4,Fall
10/29/04,29-Oct,Q4,Fall
11/2/04,2-Nov,Q4,Fall
11/3/04,3-Nov,Q4,Fall
11/5/04,5-Nov,Q4,Fall
11/8/04,8-Nov,Q4,Fall
11/10/04,10-Nov,Q4,Fall
11/11/04,11-Nov,Q4,Fall
11/15/04,15-Nov,Q4,Fall
11/16/04,16-Nov,Q4,Fall
11/17/04,17-Nov,Q4,Fall
11/18/04,18-Nov,Q4,Fall
11/19/04,19-Nov,Q4,Fall
11/22/04,22-Nov,Q4,Fall
11/23/04,23-Nov,Q4,Fall
11/24/04,24-Nov,Q4,Fall
11/26/04,26-Nov,Q4,Fall
11/29/04,29-Nov,Q4,Fall
11/30/04,30-Nov,Q4,Fall
12/1/04,1-Dec,Q4,Winter
12/2/04,2-Dec,Q4,Winter
12/3/04,3-Dec,Q4,Winter
12/4/04,4-Dec,Q4,Winter
12/5/04,5-Dec,Q4,Winter
12/7/04,7-Dec,Q4,Winter
12/8/04,8-Dec,Q4,Winter
12/10/04,10-Dec,Q4,Winter
12/11/04,11-Dec,Q4,Winter
12/13/04,13-Dec,Q4,Winter
12/14/04,14-Dec,Q4,Winter
12/15/04,15-Dec,Q4,Winter
12/16/04,16-Dec,Q4,Winter
12/17/04,17-Dec,Q4,Winter
12/20/04,20-Dec,Q4,Winter
12/21/04,21-Dec,Q4,Winter
12/22/04,22-Dec,Q4,Winter
12/23/04,23-Dec,Q4,Winter
12/27/04,27-Dec,Q4,Winter
12/28/04,28-Dec,Q4,Winter
12/29/04,29-Dec,Q4,Winter
12/30/04,30-Dec,Q4,Winter
12/31/04,31-Dec,Q4,Winter
1/2/05,2-Jan,Q1,Winter
1/3/05,3-Jan,Q1,Winter
1/4/05,4-Jan,Q1,Winter
1/6/05,6-Jan,Q1,Winter
1/7/05,7-Jan,Q1,Winter
1/8/05,8-Jan,Q1,Winter
1/9/05,9-Jan,Q1,Winter
1/11/05,11-Jan,Q1,Winter
1/12/05,12-Jan,Q1,Winter
1/13/05,13-Jan,Q1,Winter
1/14/05,14-Jan,Q1,Winter
1/18/05,18-Jan,Q1,Winter
1/19/05,19-Jan,Q1,Winter
1/20/05,20-Jan,Q1,Winter
1/21/05,21-Jan,Q1,Winter
1/24/05,24-Jan,Q1,Winter
1/25/05,25-Jan,Q1,Winter
1/26/05,26-Jan,Q1,Winter
1/27/05,27-Jan,Q1,Winter
1/28/05,28-Jan,Q1,Winter
1/31/05,31-Jan,Q1,Winter
2/2/05,2-Feb,Q1,Winter
2/3/05,3-Feb,Q1,Winter
2/5/05,5-Feb,Q1,Winter
2/6/05,6-Feb,Q1,Winter
2/8/05,8-Feb,Q1,Winter
2/9/05,9-Feb,Q1,Winter
2/11/05,11-Feb,Q1,Winter
2/12/05,12-Feb,Q1,Winter
2/14/05,14-Feb,Q1,Winter
2/15/05,15-Feb,Q1,Winter
2/16/05,16-Feb,Q1,Winter
2/17/05,17-Feb,Q1,Winter
2/18/05,18-Feb,Q1,Winter
2/22/05,22-Feb,Q1,Winter
2/23/05,23-Feb,Q1,Winter
2/24/05,24-Feb,Q1,Winter
2/25/05,25-Feb,Q1,Winter
2/28/05,28-Feb,Q1,Winter
3/1/05,1-Mar,Q1,Spring
3/2/05,2-Mar,Q1,Spring
3/3/05,3-Mar,Q1,Spring
3/5/05,5-Mar,Q1,Spring
3/6/05,6-Mar,Q1,Spring
3/8/05,8-Mar,Q1,Spring
3/10/05,10-Mar,Q1,Spring
3/11/05,11-Mar,Q1,Spring
3/14/05,14-Mar,Q1,Spring
3/15/05,15-Mar,Q1,Spring
3/16/05,16-Mar,Q1,Spring
3/17/05,17-Mar,Q1,Spring
3/18/05,18-Mar,Q1,Spring
3/21/05,21-Mar,Q1,Spring
3/22/05,22-Mar,Q1,Spring
3/23/05,23-Mar,Q1,Spring
3/24/05,24-Mar,Q1,Spring
3/28/05,28-Mar,Q1,Spring
3/29/05,29-Mar,Q1,Spring
3/30/05,30-Mar,Q1,Spring
3/31/05,31-Mar,Q1,Spring
4/1/05,1-Apr,Q2,Spring
4/2/05,2-Apr,Q2,Spring
4/3/05,3-Apr,Q2,Spring
4/4/05,4-Apr,Q2,Spring
4/5/05,5-Apr,Q2,Spring
4/8/05,8-Apr,Q2,Spring
4/10/05,10-Apr,Q2,Spring
4/11/05,11-Apr,Q2,Spring
4/13/05,13-Apr,Q2,Spring
4/14/05,14-Apr,Q2,Spring
4/15/05,15-Apr,Q2,Spring
4/18/05,18-Apr,Q2,Spring
4/19/05,19-Apr,Q2,Spring
4/20/05,20-Apr,Q2,Spring
4/21/05,21-Apr,Q2,Spring
4/22/05,22-Apr,Q2,Spring
4/25/05,25-Apr,Q2,Spring
4/26/05,26-Apr,Q2,Spring
4/27/05,27-Apr,Q2,Spring
4/28/05,28-Apr,Q2,Spring
4/29/05,29-Apr,Q2,Spring
5/1/05,1-May,Q2,Spring
5/4/05,4-May,Q2,Spring
5/5/05,5-May,Q2,Spring
5/7/05,7-May,Q2,Spring
5/8/05,8-May,Q2,Spring
5/10/05,10-May,Q2,Spring
5/12/05,12-May,Q2,Spring
5/13/05,13-May,Q2,Spring
5/16/05,16-May,Q2,Spring
5/17/05,17-May,Q2,Spring
5/18/05,18-May,Q2,Spring
5/19/05,19-May,Q2,Spring
5/20/05,20-May,Q2,Spring
5/23/05,23-May,Q2,Spring
5/24/05,24-May,Q2,Spring
5/25/05,25-May,Q2,Spring
5/26/05,26-May,Q2,Spring
5/27/05,27-May,Q2,Spring
5/31/05,31-May,Q2,Spring
6/1/05,1-Jun,Q2,Summer
6/4/05,4-Jun,Q2,Summer
6/5/05,5-Jun,Q2,Summer
6/6/05,6-Jun,Q2,Summer
6/7/05,7-Jun,Q2,Summer
6/9/05,9-Jun,Q2,Summer
6/10/05,10-Jun,Q2,Summer
6/12/05,12-Jun,Q2,Summer
6/13/05,13-Jun,Q2,Summer
6/14/05,14-Jun,Q2,Summer
6/15/05,15-Jun,Q2,Summer
6/16/05,16-Jun,Q2,Summer
6/17/05,17-Jun,Q2,Summer
6/20/05,20-Jun,Q2,Summer
6/21/05,21-Jun,Q2,Summer
6/22/05,22-Jun,Q2,Summer
6/23/05,23-Jun,Q2,Summer
6/24/05,24-Jun,Q2,Summer
6/27/05,27-Jun,Q2,Summer
6/28/05,28-Jun,Q2,Summer
6/29/05,29-Jun,Q2,Summer
6/30/05,30-Jun,Q2,Summer
7/1/05,1-Jul,Q3,Summer
7/2/05,2-Jul,Q3,Summer
7/3/05,3-Jul,Q3,Summer
7/4/05,4-Jul,Q3,Summer
7/6/05,6-Jul,Q3,Summer
7/7/05,7-Jul,Q3,Summer
7/9/05,9-Jul,Q3,Summer
7/10/05,10-Jul,Q3,Summer
7/11/05,11-Jul,Q3,Summer
7/12/05,12-Jul,Q3,Summer
7/13/05,13-Jul,Q3,Summer
7/14/05,14-Jul,Q3,Summer
7/15/05,15-Jul,Q3,Summer
7/18/05,18-Jul,Q3,Summer
7/19/05,19-Jul,Q3,Summer
7/20/05,20-Jul,Q3,Summer
7/21/05,21-Jul,Q3,Summer
7/22/05,22-Jul,Q3,Summer
7/25/05,25-Jul,Q3,Summer
7/26/05,26-Jul,Q3,Summer
7/27/05,27-Jul,Q3,Summer
7/28/05,28-Jul,Q3,Summer
7/29/05,29-Jul,Q3,Summer
8/2/05,2-Aug,Q3,Summer
8/3/05,3-Aug,Q3,Summer
8/4/05,4-Aug,Q3,Summer
8/6/05,6-Aug,Q3,Summer
8/7/05,7-Aug,Q3,Summer
8/8/05,8-Aug,Q3,Summer
8/9/05,9-Aug,Q3,Summer
8/11/05,11-Aug,Q3,Summer
8/12/05,12-Aug,Q3,Summer
8/15/05,15-Aug,Q3,Summer
8/16/05,16-Aug,Q3,Summer
8/17/05,17-Aug,Q3,Summer
8/18/05,18-Aug,Q3,Summer
8/19/05,19-Aug,Q3,Summer
8/22/05,22-Aug,Q3,Summer
8/23/05,23-Aug,Q3,Summer
8/24/05,24-Aug,Q3,Summer
8/25/05,25-Aug,Q3,Summer
8/26/05,26-Aug,Q3,Summer
8/29/05,29-Aug,Q3,Summer
8/30/05,30-Aug,Q3,Summer
8/31/05,31-Aug,Q3,Summer
9/2/05,2-Sep,Q3,Fall
9/3/05,3-Sep,Q3,Fall
9/5/05,5-Sep,Q3,Fall
9/6/05,6-Sep,Q3,Fall
9/8/05,8-Sep,Q3,Fall
