Date,Day_Month,Year,Month,Season,Quarter,Open,High,Low,Close,Adj Close,Volume,Open_Change,High_Change,Low_Change,Close_Change,Volume_Change,Gain_Loss_Open,Gain_Loss_High,Gain_Loss_Low,Gain_Loss_Close,Gain_Loss_Volume
2/22/05,02/22,2005,2,Winter,Q1,1.541071,1.576786,1.523036,1.523036,1.309663,1219293600,-0.025715,0.007857,-0.017143,-0.027143,56039200,Loss,Gain,Loss,Loss,Gain
2/23/05,02/23,2005,2,Winter,Q1,1.548571,1.579464,1.527679,1.575536,1.354808,1345181600,0.0075,0.002678,0.004643,0.0525,125888000,Gain,Gain,Gain,Gain,Gain
2/24/05,02/24,2005,2,Winter,Q1,1.58,1.594821,1.566607,1.588036,1.365556,1519028000,0.031429,0.015357,0.038928,0.0125,173846400,Gain,Gain,Gain,Gain,Gain
2/25/05,02/25,2005,2,Winter,Q1,1.600357,1.605536,1.574821,1.589107,1.366478,915510400,0.020357,0.010715,0.008214,0.001071,-603517600,Gain,Gain,Gain,Gain,Loss
2/28/05,02/28,2005,2,Winter,Q1,1.595714,1.612143,1.57,1.602143,1.377687,651610400,-0.004643,0.006607,-0.004821,0.013036,-263900000,Loss,Gain,Loss,Gain,Loss
3/1/05,03/01,2005,3,Spring,Q1,1.156786,1.162679,1.117857,1.130179,0.971844,691992000,-0.438928,-0.449464,-0.452143,-0.471964,40381600,Loss,Loss,Loss,Loss,Gain
3/2/05,03/02,2005,3,Spring,Q1,1.4125,1.418393,1.380893,1.389464,1.194804,731651200,0.255714,0.255714,0.263036,0.259285,39659200,Gain,Gain,Gain,Gain,Gain
3/3/05,03/03,2005,3,Spring,Q1,1.584643,1.586071,1.472143,1.4925,1.283405,1411653600,0.172143,0.167678,0.09125,0.103036,680002400,Gain,Gain,Gain,Gain,Gain
3/5/05,03/05,2005,3,Spring,Q1,1.3,1.312143,1.286786,1.293214,1.112038,496739600,-0.284643,-0.273928,-0.185357,-0.199286,-914914000,Loss,Loss,Loss,Loss,Loss
3/6/05,03/06,2005,3,Spring,Q1,1.362857,1.377857,1.348929,1.365714,1.174381,956869200,0.062857,0.065714,0.062143,0.0725,460129600,Gain,Gain,Gain,Gain,Gain
3/8/05,03/08,2005,3,Spring,Q1,1.5425,1.546786,1.5275,1.543571,1.327321,258322400,0.179643,0.168929,0.178571,0.177857,-698546800,Gain,Gain,Gain,Gain,Loss
3/10/05,03/10,2005,3,Spring,Q1,1.934286,1.947857,1.917143,1.944286,1.671897,507553200,0.391786,0.401071,0.389643,0.400715,249230800,Gain,Gain,Gain,Gain,Gain
3/11/05,03/11,2005,3,Spring,Q1,2.152143,2.225714,2.145357,2.208929,1.899464,884382800,0.217857,0.277857,0.228214,0.264643,376829600,Gain,Gain,Gain,Gain,Gain
3/14/05,03/14,2005,3,Spring,Q1,1.447143,1.456786,1.411429,1.44,1.23826,605385200,-0.705,-0.768928,-0.733928,-0.768929,-278997600,Loss,Loss,Loss,Loss,Loss
3/15/05,03/15,2005,3,Spring,Q1,1.451429,1.469286,1.4375,1.462857,1.257915,508608800,0.004286,0.0125,0.026071,0.022857,-96776400,Gain,Gain,Gain,Gain,Loss
3/16/05,03/16,2005,3,Spring,Q1,1.471786,1.511071,1.456429,1.470714,1.264671,697813200,0.020357,0.041785,0.018929,0.007857,189204400,Gain,Gain,Gain,Gain,Gain
3/17/05,03/17,2005,3,Spring,Q1,1.483214,1.531429,1.475714,1.508929,1.297532,801920000,0.011428,0.020358,0.019285,0.038215,104106800,Gain,Gain,Gain,Gain,Gain
3/18/05,03/18,2005,3,Spring,Q1,1.5475,1.551429,1.517857,1.534286,1.319337,940150400,0.064286,0.02,0.042143,0.025357,138230400,Gain,Gain,Gain,Gain,Gain
3/21/05,03/21,2005,3,Spring,Q1,1.546071,1.570357,1.530714,1.560714,1.342062,541128000,-0.001429,0.018928,0.012857,0.026428,-399022400,Loss,Gain,Gain,Gain,Loss
3/22/05,03/22,2005,3,Spring,Q1,1.561071,1.57,1.524286,1.529643,1.315344,551415200,0.015,-0.000357,-0.006428,-0.031071,10287200,Gain,Loss,Loss,Loss,Gain
3/23/05,03/23,2005,3,Spring,Q1,1.516071,1.55,1.500714,1.519643,1.306746,609823200,-0.045,-0.02,-0.023572,-0.01,58408000,Loss,Loss,Loss,Loss,Gain
3/24/05,03/24,2005,3,Spring,Q1,1.5325,1.535714,1.517857,1.517857,1.305209,352704800,0.016429,-0.014286,0.017143,-0.001786,-257118400,Gain,Loss,Gain,Loss,Loss
3/28/05,03/28,2005,3,Spring,Q1,1.526786,1.534286,1.516786,1.518929,1.306131,275410800,-0.005714,-0.001428,-0.001071,0.001072,-77294000,Loss,Loss,Loss,Gain,Loss
3/29/05,03/29,2005,3,Spring,Q1,1.52,1.529643,1.482143,1.491071,1.282176,461356000,-0.006786,-0.004643,-0.034643,-0.027858,185945200,Loss,Loss,Loss,Loss,Gain
3/30/05,03/30,2005,3,Spring,Q1,1.5025,1.528571,1.493571,1.528571,1.314422,394959600,-0.0175,-0.001072,0.011428,0.0375,-66396400,Loss,Loss,Gain,Gain,Loss
3/31/05,03/31,2005,3,Spring,Q1,1.516071,1.518571,1.485357,1.488214,1.27972,636134800,0.013571,-0.01,-0.008214,-0.040357,241175200,Gain,Loss,Loss,Loss,Gain
4/1/05,04/01,2005,4,Spring,Q2,1.139107,1.169107,1.124464,1.141786,0.981825,1096810400,-0.376964,-0.349464,-0.360893,-0.346428,460675600,Loss,Loss,Loss,Loss,Gain
4/2/05,04/02,2005,4,Spring,Q2,1.390536,1.409464,1.384464,1.407857,1.21062,563556000,0.251429,0.240357,0.26,0.266071,-533254400,Gain,Gain,Gain,Gain,Loss
4/3/05,04/03,2005,4,Spring,Q2,1.527143,1.536071,1.494643,1.528929,1.31473,756618800,0.136607,0.126607,0.110179,0.121072,193062800,Gain,Gain,Gain,Gain,Gain
4/4/05,04/04,2005,4,Spring,Q2,1.463929,1.475357,1.434286,1.4675,1.261907,580014400,-0.063214,-0.060714,-0.060357,-0.061429,-176604400,Loss,Loss,Loss,Loss,Loss
4/5/05,04/05,2005,4,Spring,Q2,1.289643,1.328571,1.289286,1.326786,1.140907,448176400,-0.174286,-0.146786,-0.145,-0.140714,-131838000,Loss,Loss,Loss,Loss,Loss
4/8/05,04/08,2005,4,Spring,Q2,1.531786,1.535714,1.510357,1.525357,1.311659,269304000,0.242143,0.207143,0.221071,0.198571,-178872400,Gain,Gain,Gain,Gain,Loss
4/10/05,04/10,2005,4,Spring,Q2,1.9625,1.976786,1.915714,1.919643,1.650707,539459200,0.430714,0.441072,0.405357,0.394286,270155200,Gain,Gain,Gain,Gain,Gain
4/11/05,04/11,2005,4,Spring,Q2,2.155357,2.187143,2.129286,2.183929,1.877967,878035200,0.192857,0.210357,0.213572,0.264286,338576000,Gain,Gain,Gain,Gain,Gain
4/13/05,04/13,2005,4,Spring,Q2,1.533929,1.535357,1.4425,1.465714,1.260372,1371946800,-0.621428,-0.651786,-0.686786,-0.718215,493911600,Loss,Loss,Loss,Loss,Gain
4/14/05,04/14,2005,4,Spring,Q2,1.386071,1.412857,1.315714,1.330714,1.144285,2753192400,-0.147858,-0.1225,-0.126786,-0.135,1381245600,Loss,Loss,Loss,Loss,Gain
4/15/05,04/15,2005,4,Spring,Q2,1.307857,1.330357,1.26,1.2625,1.085627,1728087200,-0.078214,-0.0825,-0.055714,-0.068214,-1025105200,Loss,Loss,Loss,Loss,Loss
4/18/05,04/18,2005,4,Spring,Q2,1.25,1.296429,1.214286,1.272143,1.09392,1327177600,-0.057857,-0.033928,-0.045714,0.009643,-400909600,Loss,Loss,Loss,Gain,Loss
4/19/05,04/19,2005,4,Spring,Q2,1.307143,1.337143,1.281071,1.324643,1.139064,1081642800,0.057143,0.040714,0.066785,0.0525,-245534800,Gain,Gain,Gain,Gain,Loss
4/20/05,04/20,2005,4,Spring,Q2,1.345,1.347857,1.265714,1.268214,1.090541,945131600,0.037857,0.010714,-0.015357,-0.056429,-136511200,Gain,Gain,Loss,Loss,Loss
4/21/05,04/21,2005,4,Spring,Q2,1.3,1.328929,1.282143,1.327857,1.141828,759592400,-0.045,-0.018928,0.016429,0.059643,-185539200,Loss,Loss,Gain,Gain,Loss
4/22/05,04/22,2005,4,Spring,Q2,1.315714,1.321429,1.246429,1.267857,1.090234,839129200,0.015714,-0.0075,-0.035714,-0.06,79536800,Gain,Loss,Loss,Loss,Gain
4/25/05,04/25,2005,4,Spring,Q2,1.303214,1.322143,1.289643,1.320714,1.135686,746460400,-0.0125,0.000714,0.043214,0.052857,-92668800,Loss,Gain,Gain,Gain,Loss
4/26/05,04/26,2005,4,Spring,Q2,1.313571,1.339643,1.29,1.2925,1.111424,810507600,0.010357,0.0175,0.000357,-0.028214,64047200,Gain,Gain,Gain,Loss,Gain
4/27/05,04/27,2005,4,Spring,Q2,1.281786,1.298571,1.268214,1.283929,1.104054,613888800,-0.031785,-0.041072,-0.021786,-0.008571,-196618800,Loss,Loss,Loss,Loss,Loss
4/28/05,04/28,2005,4,Spring,Q2,1.296071,1.297857,1.258571,1.269286,1.091463,575106000,0.014285,-0.000714,-0.009643,-0.014643,-38782800,Gain,Loss,Loss,Loss,Loss
4/29/05,04/29,2005,4,Spring,Q2,1.291071,1.293929,1.257857,1.287857,1.107432,671630400,-0.005,-0.003928,-0.000714,0.018571,96524400,Loss,Loss,Loss,Gain,Gain
5/1/05,05/01,2005,5,Spring,Q2,1.151071,1.165179,1.14375,1.151786,0.990424,680433600,-0.14,-0.12875,-0.114107,-0.136071,8803200,Loss,Loss,Loss,Loss,Gain
5/4/05,05/04,2005,5,Spring,Q2,1.472143,1.508571,1.4675,1.496071,1.286476,556239600,0.321072,0.343392,0.32375,0.344285,-124194000,Gain,Gain,Gain,Gain,Loss
5/5/05,05/05,2005,5,Spring,Q2,1.330357,1.331071,1.3025,1.31,1.126473,387366000,-0.141786,-0.1775,-0.165,-0.186071,-168873600,Loss,Loss,Loss,Loss,Loss
5/7/05,05/07,2005,5,Spring,Q2,1.305357,1.3625,1.303571,1.356429,1.166397,454269200,-0.025,0.031429,0.001071,0.046429,66903200,Loss,Gain,Gain,Gain,Gain
5/8/05,05/08,2005,5,Spring,Q2,1.5175,1.548571,1.500714,1.535357,1.320258,241931200,0.212143,0.186071,0.197143,0.178928,-212338000,Gain,Gain,Gain,Gain,Loss
5/10/05,05/10,2005,5,Spring,Q2,1.940357,1.941429,1.883929,1.885,1.620917,610769600,0.422857,0.392858,0.383215,0.349643,368838400,Gain,Gain,Gain,Gain,Gain
5/12/05,05/12,2005,5,Spring,Q2,2.569643,2.590357,2.553214,2.565,2.205651,583671200,0.629286,0.648928,0.669285,0.68,-27098400,Gain,Gain,Gain,Gain,Loss
5/13/05,05/13,2005,5,Spring,Q2,1.221429,1.258214,1.216786,1.241786,1.067815,702713200,-1.348214,-1.332143,-1.336428,-1.323214,119042000,Loss,Loss,Loss,Loss,Gain
5/16/05,05/16,2005,5,Spring,Q2,1.234286,1.275,1.233214,1.269643,1.091769,474294800,0.012857,0.016786,0.016428,0.027857,-228418400,Gain,Gain,Gain,Gain,Loss
5/17/05,05/17,2005,5,Spring,Q2,1.255,1.266429,1.233571,1.262857,1.085934,588344400,0.020714,-0.008571,0.000357,-0.006786,114049600,Gain,Loss,Gain,Loss,Gain
5/18/05,05/18,2005,5,Spring,Q2,1.266071,1.341429,1.249643,1.28,1.100676,636722800,0.011071,0.075,0.016072,0.017143,48378400,Gain,Gain,Gain,Gain,Gain
5/19/05,05/19,2005,5,Spring,Q2,1.277857,1.345714,1.277857,1.341071,1.153191,793161600,0.011786,0.004285,0.028214,0.061071,156438800,Gain,Gain,Gain,Gain,Gain
5/20/05,05/20,2005,5,Spring,Q2,1.330357,1.344643,1.328214,1.341071,1.153191,452650800,0.0525,-0.001071,0.050357,0,-340510800,Gain,Loss,Gain,Gain,Loss
5/23/05,05/23,2005,5,Spring,Q2,1.351786,1.425,1.351786,1.42,1.221062,1042574400,0.021429,0.080357,0.023572,0.078929,589923600,Gain,Gain,Gain,Gain,Gain
5/24/05,05/24,2005,5,Spring,Q2,1.408929,1.428214,1.393929,1.417857,1.219219,593460000,0.057143,0.003214,0.042143,-0.002143,-449114400,Gain,Gain,Gain,Loss,Loss
5/25/05,05/25,2005,5,Spring,Q2,1.410714,1.426786,1.404286,1.420714,1.221676,396006800,0.001785,-0.001428,0.010357,0.002857,-197453200,Gain,Loss,Gain,Gain,Loss
5/26/05,05/26,2005,5,Spring,Q2,1.426429,1.462143,1.426429,1.455,1.251159,525520800,0.015715,0.035357,0.022143,0.034286,129514000,Gain,Gain,Gain,Gain,Gain
5/27/05,05/27,2005,5,Spring,Q2,1.451429,1.456786,1.428929,1.448571,1.24563,316008000,0.025,-0.005357,0.0025,-0.006429,-209512800,Gain,Loss,Gain,Loss,Loss
5/31/05,05/31,2005,5,Spring,Q2,1.452143,1.455,1.413571,1.42,1.221062,404205200,0.000714,-0.001786,-0.015358,-0.028571,88197200,Gain,Loss,Loss,Loss,Gain
6/1/05,06/01,2005,6,Summer,Q2,1.154821,1.159107,1.130893,1.152679,0.991192,705555200,-0.297322,-0.295893,-0.282678,-0.267321,301350000,Loss,Loss,Loss,Loss,Gain
6/4/05,06/04,2005,6,Summer,Q2,1.514286,1.528929,1.505357,1.511786,1.299989,414825600,0.359465,0.369822,0.374464,0.359107,-290729600,Gain,Gain,Gain,Gain,Loss
6/5/05,06/05,2005,6,Summer,Q2,1.3175,1.333214,1.313929,1.33,1.143671,326247600,-0.196786,-0.195715,-0.191428,-0.181786,-88578000,Loss,Loss,Loss,Loss,Loss
6/6/05,06/06,2005,6,Summer,Q2,1.368929,1.379643,1.341429,1.354286,1.164554,811966400,0.051429,0.046429,0.0275,0.024286,485718800,Gain,Gain,Gain,Gain,Gain
6/7/05,06/07,2005,6,Summer,Q2,1.346786,1.362857,1.328571,1.335357,1.148277,394626400,-0.022143,-0.016786,-0.012858,-0.018929,-417340000,Loss,Loss,Loss,Loss,Loss
6/9/05,06/09,2005,6,Summer,Q2,1.667857,1.745714,1.6625,1.742857,1.498688,818619200,0.321071,0.382857,0.333929,0.4075,423992800,Gain,Gain,Gain,Gain,Gain
6/10/05,06/10,2005,6,Summer,Q2,1.9,1.910357,1.816786,1.846429,1.58775,757537200,0.232143,0.164643,0.154286,0.103572,-61082000,Gain,Gain,Gain,Gain,Loss
6/12/05,06/12,2005,6,Summer,Q2,2.640357,2.6725,2.619643,2.644643,2.274137,857029600,0.740357,0.762143,0.802857,0.798214,99492400,Gain,Gain,Gain,Gain,Gain
6/13/05,06/13,2005,6,Summer,Q2,1.281786,1.3075,1.279286,1.282143,1.102518,435772400,-1.358571,-1.365,-1.340357,-1.3625,-421257200,Loss,Loss,Loss,Loss,Loss
6/14/05,06/14,2005,6,Summer,Q2,1.282857,1.291071,1.276786,1.285714,1.105589,347846800,0.001071,-0.016429,-0.0025,0.003571,-87925600,Gain,Loss,Loss,Gain,Loss
6/15/05,06/15,2005,6,Summer,Q2,1.316786,1.332143,1.296429,1.326071,1.140292,563343200,0.033929,0.041072,0.019643,0.040357,215496400,Gain,Gain,Gain,Gain,Gain
6/16/05,06/16,2005,6,Summer,Q2,1.328214,1.36,1.315,1.356429,1.166397,547674400,0.011428,0.027857,0.018571,0.030358,-15668800,Gain,Gain,Gain,Gain,Loss
6/17/05,06/17,2005,6,Summer,Q2,1.373929,1.376429,1.351071,1.368214,1.176531,596125600,0.045715,0.016429,0.036071,0.011785,48451200,Gain,Gain,Gain,Gain,Gain
6/20/05,06/20,2005,6,Summer,Q2,1.351786,1.360357,1.3375,1.343214,1.155033,323716400,-0.022143,-0.016072,-0.013571,-0.025,-272409200,Loss,Loss,Loss,Loss,Loss
6/21/05,06/21,2005,6,Summer,Q2,1.347143,1.363929,1.335,1.352143,1.162712,370526800,-0.004643,0.003572,-0.0025,0.008929,46810400,Loss,Gain,Loss,Gain,Gain
6/22/05,06/22,2005,6,Summer,Q2,1.366429,1.378571,1.362143,1.376786,1.183902,424925200,0.019286,0.014642,0.027143,0.024643,54398400,Gain,Gain,Gain,Gain,Gain
6/23/05,06/23,2005,6,Summer,Q2,1.386786,1.420714,1.380357,1.388929,1.194344,674254000,0.020357,0.042143,0.018214,0.012143,249328800,Gain,Gain,Gain,Gain,Gain
6/24/05,06/24,2005,6,Summer,Q2,1.396071,1.397143,1.345714,1.348571,1.15964,410709600,0.009285,-0.023571,-0.034643,-0.040358,-263544400,Gain,Loss,Loss,Loss,Loss
6/27/05,06/27,2005,6,Summer,Q2,1.315714,1.360714,1.31,1.325,1.139371,600171600,-0.080357,-0.036429,-0.035714,-0.023571,189462000,Loss,Loss,Loss,Loss,Gain
6/28/05,06/28,2005,6,Summer,Q2,1.338929,1.3425,1.3275,1.3325,1.14582,350299600,0.023215,-0.018214,0.0175,0.0075,-249872000,Gain,Loss,Gain,Gain,Loss
6/29/05,06/29,2005,6,Summer,Q2,1.329643,1.331786,1.29,1.298929,1.116952,448358400,-0.009286,-0.010714,-0.0375,-0.033571,98058800,Loss,Loss,Loss,Loss,Gain
6/30/05,06/30,2005,6,Summer,Q2,1.3075,1.327143,1.296786,1.314643,1.130465,418390000,-0.022143,-0.004643,0.006786,0.015714,-29968400,Loss,Loss,Gain,Gain,Loss
7/1/05,07/01,2005,7,Summer,Q3,1.160714,1.243393,1.15625,1.236607,1.063362,2227450400,-0.146786,-0.08375,-0.140536,-0.078036,1809060400,Loss,Loss,Loss,Loss,Gain
7/2/05,07/02,2005,7,Summer,Q3,1.409464,1.416964,1.383929,1.409643,1.212156,524456800,0.24875,0.173571,0.227679,0.173036,-1702993600,Gain,Gain,Gain,Gain,Loss
7/3/05,07/03,2005,7,Summer,Q3,1.528571,1.544643,1.5125,1.526786,1.312887,450632000,0.119107,0.127679,0.128571,0.117143,-73824800,Gain,Gain,Gain,Gain,Loss
7/4/05,07/04,2005,7,Summer,Q3,1.511786,1.5625,1.508929,1.555714,1.337763,506987600,-0.016785,0.017857,-0.003571,0.028928,56355600,Loss,Gain,Loss,Gain,Gain
7/6/05,07/06,2005,7,Summer,Q3,1.342857,1.3475,1.301786,1.305,1.122174,745264800,-0.168929,-0.215,-0.207143,-0.250714,238277200,Loss,Loss,Loss,Loss,Gain
7/7/05,07/07,2005,7,Summer,Q3,1.314643,1.348571,1.314286,1.343929,1.155648,383723200,-0.028214,0.001071,0.0125,0.038929,-361541600,Loss,Gain,Gain,Gain,Loss
7/9/05,07/09,2005,7,Summer,Q3,1.751786,1.764286,1.711429,1.738571,1.495002,963074000,0.437143,0.415715,0.397143,0.394642,579350800,Gain,Gain,Gain,Gain,Gain
7/10/05,07/10,2005,7,Summer,Q3,1.847143,1.854643,1.805357,1.832143,1.575465,677882800,0.095357,0.090357,0.093928,0.093572,-285191200,Gain,Gain,Gain,Gain,Loss
7/11/05,07/11,2005,7,Summer,Q3,2.173214,2.2025,2.147857,2.151071,1.849712,638831200,0.326071,0.347857,0.3425,0.318928,-39051600,Gain,Gain,Gain,Gain,Loss
7/12/05,07/12,2005,7,Summer,Q3,2.651071,2.659286,2.611429,2.641071,2.271065,679464800,0.477857,0.456786,0.463572,0.49,40633600,Gain,Gain,Gain,Gain,Gain
7/13/05,07/13,2005,7,Summer,Q3,1.3675,1.375,1.353571,1.369643,1.17776,684835200,-1.283571,-1.284286,-1.257858,-1.271428,5370400,Loss,Loss,Loss,Loss,Gain
7/14/05,07/14,2005,7,Summer,Q3,1.456786,1.500357,1.436786,1.455357,1.251465,2096060400,0.089286,0.125357,0.083215,0.085714,1411225200,Gain,Gain,Gain,Gain,Gain
7/15/05,07/15,2005,7,Summer,Q3,1.463214,1.484643,1.445,1.483929,1.276035,687682800,0.006428,-0.015714,0.008214,0.028572,-1408377600,Gain,Loss,Gain,Gain,Loss
7/18/05,07/18,2005,7,Summer,Q3,1.478929,1.503571,1.4775,1.481786,1.274192,586297600,0.015715,0.018928,0.0325,-0.002143,-101385200,Gain,Gain,Gain,Loss,Loss
7/19/05,07/19,2005,7,Summer,Q3,1.482857,1.543929,1.466786,1.5425,1.3264,671062000,0.003928,0.040358,-0.010714,0.060714,84764400,Gain,Gain,Loss,Gain,Gain
7/20/05,07/20,2005,7,Summer,Q3,1.530714,1.564286,1.523214,1.558214,1.339913,453395600,0.047857,0.020357,0.056428,0.015714,-217666400,Gain,Gain,Gain,Gain,Loss
7/21/05,07/21,2005,7,Summer,Q3,1.560714,1.572857,1.532143,1.546071,1.329471,404264000,0.03,0.008571,0.008929,-0.012143,-49131600,Gain,Gain,Gain,Loss,Loss
7/22/05,07/22,2005,7,Summer,Q3,1.551429,1.571429,1.549643,1.571429,1.351276,301106400,-0.009285,-0.001428,0.0175,0.025358,-103157600,Loss,Loss,Gain,Gain,Loss
7/25/05,07/25,2005,7,Summer,Q3,1.571071,1.581429,1.561786,1.564643,1.345441,294627200,0.019642,0.01,0.012143,-0.006786,-6479200,Gain,Gain,Gain,Loss,Loss
7/26/05,07/26,2005,7,Summer,Q3,1.571786,1.575357,1.548571,1.558214,1.339913,268592800,0.000715,-0.006072,-0.013215,-0.006429,-26034400,Gain,Loss,Loss,Loss,Loss
7/27/05,07/27,2005,7,Summer,Q3,1.565357,1.573929,1.523929,1.571071,1.350968,283749200,-0.006429,-0.001428,-0.024642,0.012857,15156400,Loss,Loss,Loss,Gain,Gain
7/28/05,07/28,2005,7,Summer,Q3,1.566071,1.571429,1.546429,1.564286,1.345134,251311200,0.000714,-0.0025,0.0225,-0.006785,-32438000,Gain,Loss,Gain,Loss,Loss
7/29/05,07/29,2005,7,Summer,Q3,1.555714,1.585,1.509286,1.523214,1.309816,562080400,-0.010357,0.013571,-0.037143,-0.041072,310769200,Loss,Gain,Loss,Loss,Gain
8/2/05,08/02,2005,8,Summer,Q3,1.411964,1.453214,1.406964,1.444643,1.242252,890019200,-0.14375,-0.131786,-0.102322,-0.078571,327938800,Loss,Loss,Loss,Loss,Gain
8/3/05,08/03,2005,8,Summer,Q3,1.496429,1.505714,1.432143,1.4475,1.244709,1021451200,0.084465,0.0525,0.025179,0.002857,131432000,Gain,Gain,Gain,Gain,Gain
8/4/05,08/04,2005,8,Summer,Q3,1.560714,1.5875,1.555,1.562143,1.343291,649950000,0.064285,0.081786,0.122857,0.114643,-371501200,Gain,Gain,Gain,Gain,Loss
8/6/05,08/06,2005,8,Summer,Q3,1.308214,1.330357,1.306071,1.318571,1.133843,404006400,-0.2525,-0.257143,-0.248929,-0.243572,-245943600,Loss,Loss,Loss,Loss,Loss
8/7/05,08/07,2005,8,Summer,Q3,1.3525,1.367143,1.338214,1.366071,1.174688,290735200,0.044286,0.036786,0.032143,0.0475,-113271200,Gain,Gain,Gain,Gain,Loss
8/8/05,08/08,2005,8,Summer,Q3,1.535714,1.544643,1.521786,1.523214,1.309816,176383200,0.183214,0.1775,0.183572,0.157143,-114352000,Gain,Gain,Gain,Gain,Loss
8/9/05,08/09,2005,8,Summer,Q3,1.7625,1.79,1.755,1.777857,1.528784,702640400,0.226786,0.245357,0.233214,0.254643,526257200,Gain,Gain,Gain,Gain,Gain
8/11/05,08/11,2005,8,Summer,Q3,2.141071,2.156429,2.110714,2.139286,1.839579,473765600,0.378571,0.366429,0.355714,0.361429,-228874800,Gain,Gain,Gain,Gain,Loss
8/12/05,08/12,2005,8,Summer,Q3,2.614286,2.648929,2.592857,2.645714,2.275057,790479200,0.473215,0.4925,0.482143,0.506428,316713600,Gain,Gain,Gain,Gain,Gain
8/15/05,08/15,2005,8,Summer,Q3,1.66,1.726071,1.658929,1.702857,1.464292,1086727600,-0.954286,-0.922858,-0.933928,-0.942857,296248400,Loss,Loss,Loss,Loss,Gain
8/16/05,08/16,2005,8,Summer,Q3,1.6925,1.696429,1.650357,1.651786,1.420375,537622400,0.0325,-0.029642,-0.008572,-0.051071,-549105200,Gain,Loss,Loss,Loss,Loss
8/17/05,08/17,2005,8,Summer,Q3,1.657143,1.694286,1.656071,1.683929,1.448015,499724400,-0.035357,-0.002143,0.005714,0.032143,-37898000,Loss,Loss,Gain,Gain,Loss
8/18/05,08/18,2005,8,Summer,Q3,1.675357,1.678571,1.633929,1.653571,1.421911,442559600,0.018214,-0.015715,-0.022142,-0.030358,-57164800,Gain,Loss,Loss,Loss,Loss
8/19/05,08/19,2005,8,Summer,Q3,1.652857,1.667857,1.634643,1.636786,1.407477,376569200,-0.0225,-0.010714,0.000714,-0.016785,-65990400,Loss,Loss,Gain,Loss,Loss
8/22/05,08/22,2005,8,Summer,Q3,1.648214,1.669643,1.616429,1.638214,1.408705,387732800,-0.004643,0.001786,-0.018214,0.001428,11163600,Loss,Gain,Loss,Gain,Gain
8/23/05,08/23,2005,8,Summer,Q3,1.6375,1.646429,1.618571,1.633571,1.404712,295604400,-0.010714,-0.023214,0.002142,-0.004643,-92128400,Loss,Loss,Gain,Loss,Loss
8/24/05,08/24,2005,8,Summer,Q3,1.628571,1.682857,1.628214,1.634643,1.405634,572070800,-0.008929,0.036428,0.009643,0.001072,276466400,Loss,Gain,Gain,Gain,Gain
8/25/05,08/25,2005,8,Summer,Q3,1.647143,1.660357,1.636071,1.645,1.41454,276253600,0.018572,-0.0225,0.007857,0.010357,-295817200,Gain,Loss,Gain,Gain,Loss
8/26/05,08/26,2005,8,Summer,Q3,1.647143,1.655,1.62,1.633571,1.404712,261058000,0,-0.005357,-0.016071,-0.011429,-15195600,Gain,Loss,Loss,Loss,Loss
8/29/05,08/29,2005,8,Summer,Q3,1.616786,1.643929,1.616429,1.637143,1.407784,256295200,-0.030357,-0.011071,-0.003571,0.003572,-4762800,Loss,Loss,Loss,Gain,Loss
8/30/05,08/30,2005,8,Summer,Q3,1.6425,1.671071,1.64,1.663214,1.430202,518761600,0.025714,0.027142,0.023571,0.026071,262466400,Gain,Gain,Gain,Gain,Gain
8/31/05,08/31,2005,8,Summer,Q3,1.673571,1.679643,1.6525,1.674643,1.44003,402956400,0.031071,0.008572,0.0125,0.011429,-115805200,Gain,Gain,Gain,Gain,Loss
9/2/05,09/02,2005,9,Fall,Q3,1.447143,1.464107,1.394643,1.406071,1.209085,1191456000,-0.226428,-0.215536,-0.257857,-0.268572,788499600,Loss,Loss,Loss,Loss,Gain
9/3/05,09/03,2005,9,Fall,Q3,1.415714,1.438571,1.386786,1.405357,1.208471,1322465200,-0.031429,-0.025536,-0.007857,-0.000714,131009200,Loss,Loss,Loss,Loss,Gain
9/5/05,09/05,2005,9,Fall,Q3,1.331429,1.3375,1.3125,1.320357,1.135379,355695200,-0.084285,-0.101071,-0.074286,-0.085,-966770000,Loss,Loss,Loss,Loss,Loss
9/6/05,09/06,2005,9,Fall,Q3,1.321429,1.355,1.315,1.344643,1.156262,390255600,-0.01,0.0175,0.0025,0.024286,34560400,Loss,Gain,Gain,Gain,Gain
9/8/05,09/08,2005,9,Fall,Q3,1.533214,1.5675,1.5325,1.565,1.345748,380839200,0.211785,0.2125,0.2175,0.220357,-9416400,Gain,Gain,Gain,Gain,Loss
9/9/05,09/09,2005,9,Fall,Q3,1.788214,1.833929,1.778214,1.8325,1.575772,615641600,0.255,0.266429,0.245714,0.2675,234802400,Gain,Gain,Gain,Gain,Gain
9/11/05,09/11,2005,9,Fall,Q3,2.142857,2.186071,2.142857,2.146786,1.846027,552930000,0.354643,0.352142,0.364643,0.314286,-62711600,Gain,Gain,Gain,Gain,Loss
9/12/05,09/12,2005,9,Fall,Q3,2.650357,2.663929,2.619643,2.654643,2.282735,555402400,0.5075,0.477858,0.476786,0.507857,2472400,Gain,Gain,Gain,Gain,Gain
